run_index,run_id,model_id,aptamer_id,serial_number,aptamer_name,nucleic_acid_type,aptamer_length,target_normalized,target_type,target_length,target_source_database,target_source_id,target_match,resolution_method,validation_reason,experimental_affinity_raw,experimental_kd_nm,doi,pubmed,yaml_path
161,task5_0161,UTEXAS_10000585_R614,UTEXAS_10000585,10000585,F47tr,RNA,32,RNA-dependent RNA polymerase (3Dpol),protein,1215,UniProt,O14227,RNA-dependent RNA polymerase 1 (Protein rdp1) (EC 2.7.7.48),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.750,Kd: 325,325,https://doi.org/10.1261%2Frna.161006,https://pubmed.ncbi.nlm.nih.gov/17018573/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0161.yaml
162,task5_0162,UTEXAS_10000589_R618,UTEXAS_10000589,10000589,Aptamer 32,RNA,80,DNA polymerase beta (polβ),protein,335,UniProt,P06746,DNA polymerase beta (EC 2.7.7.7) (5'-deoxyribose-phosphate lyase) (5'-dRP lyase) (EC 4.2.99.-) (AP lyase) (EC 4.2.99.18),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.750,Kd: 290 ± 80 nM,290,https://doi.org/10.1093/nar/gkl326,https://pubmed.ncbi.nlm.nih.gov/16707660/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0162.yaml
163,task5_0163,UTEXAS_10000589_R619,UTEXAS_10000589,10000589,Aptamer 32,RNA,80,DNA polymerase kappa (polκ),protein,870,UniProt,Q9UBT6,DNA polymerase kappa (EC 2.7.7.7) (DINB protein) (DINP),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.750,Kd: 410 ± 50 nM,410,https://doi.org/10.1093/nar/gkl326,https://pubmed.ncbi.nlm.nih.gov/16707660/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0163.yaml
164,task5_0164,UTEXAS_10000590_R620,UTEXAS_10000590,10000590,Aptamer 25,RNA,80,DNA polymerase beta (polβ),protein,335,UniProt,P06746,DNA polymerase beta (EC 2.7.7.7) (5'-deoxyribose-phosphate lyase) (5'-dRP lyase) (EC 4.2.99.-) (AP lyase) (EC 4.2.99.18),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.750,Kd: 430 ± 130 nM,430,https://doi.org/10.1093/nar/gkl326,https://pubmed.ncbi.nlm.nih.gov/16707660/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0164.yaml
165,task5_0165,UTEXAS_10000590_R621,UTEXAS_10000590,10000590,Aptamer 25,RNA,80,DNA polymerase kappa (polκ),protein,870,UniProt,Q9UBT6,DNA polymerase kappa (EC 2.7.7.7) (DINB protein) (DINP),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.750,Kd: 500 ± 100 nM,500,https://doi.org/10.1093/nar/gkl326,https://pubmed.ncbi.nlm.nih.gov/16707660/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0165.yaml
166,task5_0166,UTEXAS_10000591_R622,UTEXAS_10000591,10000591,Aptamer 53,RNA,80,DNA polymerase beta (polβ),protein,335,UniProt,P06746,DNA polymerase beta (EC 2.7.7.7) (5'-deoxyribose-phosphate lyase) (5'-dRP lyase) (EC 4.2.99.-) (AP lyase) (EC 4.2.99.18),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.750,Not reported,,https://doi.org/10.1093/nar/gkl326,https://pubmed.ncbi.nlm.nih.gov/16707660/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0166.yaml
167,task5_0167,UTEXAS_10000592_R623,UTEXAS_10000592,10000592,Aptamer 45,RNA,80,DNA polymerase beta (polβ),protein,335,UniProt,P06746,DNA polymerase beta (EC 2.7.7.7) (5'-deoxyribose-phosphate lyase) (5'-dRP lyase) (EC 4.2.99.-) (AP lyase) (EC 4.2.99.18),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.750,Kd: 490 ± 70 nM,490,https://doi.org/10.1093/nar/gkl326,https://pubmed.ncbi.nlm.nih.gov/16707660/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0167.yaml
168,task5_0168,UTEXAS_10000592_R624,UTEXAS_10000592,10000592,Aptamer 45,RNA,80,DNA polymerase kappa (polκ),protein,870,UniProt,Q9UBT6,DNA polymerase kappa (EC 2.7.7.7) (DINB protein) (DINP),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.750,Kd: 750  ± 160 nM,750,https://doi.org/10.1093/nar/gkl326,https://pubmed.ncbi.nlm.nih.gov/16707660/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0168.yaml
169,task5_0169,UTEXAS_10000593_R625,UTEXAS_10000593,10000593,Aptamer 31,RNA,80,DNA polymerase beta (polβ),protein,335,UniProt,P06746,DNA polymerase beta (EC 2.7.7.7) (5'-deoxyribose-phosphate lyase) (5'-dRP lyase) (EC 4.2.99.-) (AP lyase) (EC 4.2.99.18),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.750,Not reported,,https://doi.org/10.1093/nar/gkl326,https://pubmed.ncbi.nlm.nih.gov/16707660/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0169.yaml
170,task5_0170,UTEXAS_10000607_R639,UTEXAS_10000607,10000607,clone 5,RNA,113,Bovine factor IX,protein,462,UniProt,P00741,Coagulation factor IX (EC 3.4.21.22) (Christmas factor) [Cleaved into: Coagulation factor IXa light chain; Coagulation factor IXa heavy chain],UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 10 nM,10,https://doi.org/10.1093/jb/mvj203,https://pubmed.ncbi.nlm.nih.gov/17030508/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0170.yaml
171,task5_0171,UTEXAS_10000615_R647,UTEXAS_10000615,10000615,PB9 aptamer,DNA,75,Protein kinase C-delta (PKCδ),protein,676,UniProt,Q05655,Protein kinase C delta type (EC 2.7.11.13) (Tyrosine-protein kinase PRKCD) (EC 2.7.10.2) (nPKC-delta) [Cleaved into: Protein kinase C delta type regulatory subunit; Protein kinase C delta type catalytic subunit (Sphingosine-dependent protein kinase-1) (SDK1)],UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.667,Kd: 122 nM,122,https://doi.org/10.1039/b604778e,https://pubmed.ncbi.nlm.nih.gov/17028752/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0171.yaml
172,task5_0172,UTEXAS_10000622_R654,UTEXAS_10000622,10000622,ApT4-A,RNA,97,Thyroxine (T4),ligand,,PubChem,5819,Thyroxine,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 50±10 μM,50000,https://doi.org/10.1042/BJ20061216,https://pubmed.ncbi.nlm.nih.gov/17163839/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0172.yaml
173,task5_0173,UTEXAS_10000639_R671,UTEXAS_10000639,10000639,Apt A,DNA,82,Bifunctional ribulose 5-phosphate reductase (Bcs1),protein,474,UniProt,Q48230,Bifunctional ribulose 5-phosphate reductase/CDP-ribitol pyrophosphorylase Bcs1 (CDP-ribitol synthase) [Includes: Ribitol-5-phosphate cytidylyltransferase (EC 2.7.7.40); Ribulose-5-phosphate reductase (Ribulose-5-P reductase) (EC 1.1.1.405) (Ribitol-5-phosphate dehydrogenase)],UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 39 nM,39,https://doi.org/10.1002/cbic.200700257,https://pubmed.ncbi.nlm.nih.gov/17929340/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0173.yaml
174,task5_0174,UTEXAS_10000640_R672,UTEXAS_10000640,10000640,Apt B,DNA,82,Bifunctional ribulose 5-phosphate reductase (Bcs1),protein,474,UniProt,Q48230,Bifunctional ribulose 5-phosphate reductase/CDP-ribitol pyrophosphorylase Bcs1 (CDP-ribitol synthase) [Includes: Ribitol-5-phosphate cytidylyltransferase (EC 2.7.7.40); Ribulose-5-phosphate reductase (Ribulose-5-P reductase) (EC 1.1.1.405) (Ribitol-5-phosphate dehydrogenase)],UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 29 nM,29,https://doi.org/10.1002/cbic.200700257,https://pubmed.ncbi.nlm.nih.gov/17929340/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0174.yaml
175,task5_0175,UTEXAS_10000654_R686,UTEXAS_10000654,10000654,1.12,DNA,61,Ochratoxin A (OTA),ligand,,PubChem,442530,Ochratoxin A,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 0.36,0.36,https://doi.org/10.1021/jf801957h,https://pubmed.ncbi.nlm.nih.gov/18983163/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0175.yaml
176,task5_0176,UTEXAS_10000657_R689,UTEXAS_10000657,10000657,No. 4,DNA,76,Oxytetracycline (OTC),ligand,,PubChem,54675779,Oxytetracycline,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 9.61 ± 0.3 nM,9.61,https://doi.org/10.1016/j.bmc.2007.10.073,https://pubmed.ncbi.nlm.nih.gov/17988875/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0176.yaml
177,task5_0177,UTEXAS_10000658_R690,UTEXAS_10000658,10000658,No. 5,DNA,76,Oxytetracycline (OTC),ligand,,PubChem,54675779,Oxytetracycline,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 12.08 ± 2.25 nM,12.08,https://doi.org/10.1016/j.bmc.2007.10.073,https://pubmed.ncbi.nlm.nih.gov/17988875/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0177.yaml
178,task5_0178,UTEXAS_10000659_R691,UTEXAS_10000659,10000659,No. 20,DNA,76,Oxytetracycline (OTC),ligand,,PubChem,54675779,Oxytetracycline,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 56.84 ± 3.62 nM,56.84,https://doi.org/10.1016/j.bmc.2007.10.073,https://pubmed.ncbi.nlm.nih.gov/17988875/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0178.yaml
179,task5_0179,UTEXAS_10000665_R697,UTEXAS_10000665,10000665,A,DNA,97,Anti-neuroexcitation peptide III (ANEPIII),protein,85,UniProt,Q9BKJ0,Anti-neuroexcitation peptide 3 (BmKANEP3) (Anti-epilepsy peptide) (Anti-neuroexcitation peptide III) (ANEPIII) (Toxin KIM),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 228.4 nM and 7485.3 nM *this Kd was determined with affinity test on entire n round pool,228.4,https://doi.org/10.1007/s12272-001-1278-2,https://pubmed.ncbi.nlm.nih.gov/18806954/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0179.yaml
180,task5_0180,UTEXAS_10000667_R699,UTEXAS_10000667,10000667,C,DNA,108,Anti-neuroexcitation peptide III (ANEPIII),protein,85,UniProt,Q9BKJ0,Anti-neuroexcitation peptide 3 (BmKANEP3) (Anti-epilepsy peptide) (Anti-neuroexcitation peptide III) (ANEPIII) (Toxin KIM),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 228.4 nM and 7485.3 nM *this Kd was determined with affinity test on entire n round pool,228.4,https://doi.org/10.1007/s12272-001-1278-2,https://pubmed.ncbi.nlm.nih.gov/18806954/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0180.yaml
181,task5_0181,UTEXAS_10000668_R700,UTEXAS_10000668,10000668,D,DNA,101,Anti-neuroexcitation peptide III (ANEPIII),protein,85,UniProt,Q9BKJ0,Anti-neuroexcitation peptide 3 (BmKANEP3) (Anti-epilepsy peptide) (Anti-neuroexcitation peptide III) (ANEPIII) (Toxin KIM),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 228.4 nM and 7485.3 nM *this Kd was determined with affinity test on entire n round pool,228.4,https://doi.org/10.1007/s12272-001-1278-2,https://pubmed.ncbi.nlm.nih.gov/18806954/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0181.yaml
182,task5_0182,UTEXAS_10000669_R701,UTEXAS_10000669,10000669,E,DNA,97,Anti-neuroexcitation peptide III (ANEPIII),protein,85,UniProt,Q9BKJ0,Anti-neuroexcitation peptide 3 (BmKANEP3) (Anti-epilepsy peptide) (Anti-neuroexcitation peptide III) (ANEPIII) (Toxin KIM),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 228.4 nM and 7485.3 nM *this Kd was determined with affinity test on entire n round pool,228.4,https://doi.org/10.1007/s12272-001-1278-2,https://pubmed.ncbi.nlm.nih.gov/18806954/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0182.yaml
183,task5_0183,UTEXAS_10000670_R702,UTEXAS_10000670,10000670,F,DNA,97,Anti-neuroexcitation peptide III (ANEPIII),protein,85,UniProt,Q9BKJ0,Anti-neuroexcitation peptide 3 (BmKANEP3) (Anti-epilepsy peptide) (Anti-neuroexcitation peptide III) (ANEPIII) (Toxin KIM),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 228.4 nM and 7485.3 nM *this Kd was determined with affinity test on entire n round pool,228.4,https://doi.org/10.1007/s12272-001-1278-2,https://pubmed.ncbi.nlm.nih.gov/18806954/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0183.yaml
184,task5_0184,UTEXAS_10000671_R703,UTEXAS_10000671,10000671,G,DNA,106,Anti-neuroexcitation peptide III (ANEPIII),protein,85,UniProt,Q9BKJ0,Anti-neuroexcitation peptide 3 (BmKANEP3) (Anti-epilepsy peptide) (Anti-neuroexcitation peptide III) (ANEPIII) (Toxin KIM),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 228.4 nM and 7485.3 nM *this Kd was determined with affinity test on entire n round pool,228.4,https://doi.org/10.1007/s12272-001-1278-2,https://pubmed.ncbi.nlm.nih.gov/18806954/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0184.yaml
185,task5_0185,UTEXAS_10000672_R704,UTEXAS_10000672,10000672,H,DNA,103,Anti-neuroexcitation peptide III (ANEPIII),protein,85,UniProt,Q9BKJ0,Anti-neuroexcitation peptide 3 (BmKANEP3) (Anti-epilepsy peptide) (Anti-neuroexcitation peptide III) (ANEPIII) (Toxin KIM),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 228.4 nM and 7485.3 nM *this Kd was determined with affinity test on entire n round pool,228.4,https://doi.org/10.1007/s12272-001-1278-2,https://pubmed.ncbi.nlm.nih.gov/18806954/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0185.yaml
186,task5_0186,UTEXAS_10000673_R705,UTEXAS_10000673,10000673,I,DNA,88,Anti-neuroexcitation peptide III (ANEPIII),protein,85,UniProt,Q9BKJ0,Anti-neuroexcitation peptide 3 (BmKANEP3) (Anti-epilepsy peptide) (Anti-neuroexcitation peptide III) (ANEPIII) (Toxin KIM),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 228.4 nM and 7485.3 nM *this Kd was determined with affinity test on entire n round pool,228.4,https://doi.org/10.1007/s12272-001-1278-2,https://pubmed.ncbi.nlm.nih.gov/18806954/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0186.yaml
187,task5_0187,UTEXAS_10000674_R706,UTEXAS_10000674,10000674,J,DNA,88,Anti-neuroexcitation peptide III (ANEPIII),protein,85,UniProt,Q9BKJ0,Anti-neuroexcitation peptide 3 (BmKANEP3) (Anti-epilepsy peptide) (Anti-neuroexcitation peptide III) (ANEPIII) (Toxin KIM),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 228.4 nM and 7485.3 nM *this Kd was determined with affinity test on entire n round pool,228.4,https://doi.org/10.1007/s12272-001-1278-2,https://pubmed.ncbi.nlm.nih.gov/18806954/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0187.yaml
188,task5_0188,UTEXAS_10000675_R707,UTEXAS_10000675,10000675,K,DNA,100,Anti-neuroexcitation peptide III (ANEPIII),protein,85,UniProt,Q9BKJ0,Anti-neuroexcitation peptide 3 (BmKANEP3) (Anti-epilepsy peptide) (Anti-neuroexcitation peptide III) (ANEPIII) (Toxin KIM),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 228.4 nM and 7485.3 nM *this Kd was determined with affinity test on entire n round pool,228.4,https://doi.org/10.1007/s12272-001-1278-2,Identification of ssDNA aptamers specific for anti-neuroexcitation peptide III and molecular modeling studies: insights into structural interactions,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0188.yaml
189,task5_0189,UTEXAS_10000697_R729,UTEXAS_10000697,10000697,85A,DNA,90,Fibrinogen,protein,866,UniProt,P02671,Fibrinogen alpha chain [Cleaved into: Fibrinopeptide A; Fibrinogen alpha chain],UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 102 ± 39.7,102,https://doi.org/10.1021/ja801510d,https://pubmed.ncbi.nlm.nih.gov/18763762/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0189.yaml
190,task5_0190,UTEXAS_10000698_R730,UTEXAS_10000698,10000698,85B,DNA,91,Fibrinogen,protein,866,UniProt,P02671,Fibrinogen alpha chain [Cleaved into: Fibrinopeptide A; Fibrinogen alpha chain],UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 6.4±0.81 nM,6.4,https://doi.org/10.1021/ja801510d,https://pubmed.ncbi.nlm.nih.gov/18763762/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0190.yaml
191,task5_0191,UTEXAS_10000699_R731,UTEXAS_10000699,10000699,85C,DNA,90,Fibrinogen,protein,866,UniProt,P02671,Fibrinogen alpha chain [Cleaved into: Fibrinopeptide A; Fibrinogen alpha chain],UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 17.1±2.1 nM,17.1,https://doi.org/10.1021/ja801510d,https://pubmed.ncbi.nlm.nih.gov/18763762/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0191.yaml
192,task5_0192,UTEXAS_10000700_R732,UTEXAS_10000700,10000700,C13,RNA,57,G-protein-coupled receptor kinase 2 (GRK2),protein,707,UniProt,Q09639,G protein-coupled receptor kinase 2 (EC 2.7.11.16),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.750,Kd: 78.2 nM ± 2.6 nM,78.2,https://doi.org/10.1261/rna.821908,https://pubmed.ncbi.nlm.nih.gov/18230760/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0192.yaml
193,task5_0193,UTEXAS_10000716_R748,UTEXAS_10000716,10000716,ACh 6R,DNA,72,Acetylcholine,ligand,,PubChem,187,Acetylcholine,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Not reported,,https://doi.org/10.1007/s11626-008-9086-0,https://pubmed.ncbi.nlm.nih.gov/18311508/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0193.yaml
194,task5_0194,UTEXAS_10000751_R783,UTEXAS_10000751,10000751,BC15,DNA,74,Heterogeneous nuclear ribonucleoprotein A1 (hnRNP A1),protein,365,UniProt,P07909,Heterogeneous nuclear ribonucleoprotein A1 (hnRNP A1) (PEN repeat clone P9) (hnRNP core protein A1-A),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 111.0 ± 36.9 nM,111,https://doi.org/10.1002/path.2543,https://pubmed.ncbi.nlm.nih.gov/19291713/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0194.yaml
195,task5_0195,UTEXAS_10000756_R789,UTEXAS_10000756,10000756,No. 8,DNA,101,8-hydroxy-2′-deoxyguanosine (8-OHdG),ligand,,PubChem,135440064,8-hydroxy-2′-deoxyguanosine,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Not reported,,https://doi.org/10.1016/j.bmcl.2009.04.130,https://pubmed.ncbi.nlm.nih.gov/19450981/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0195.yaml
196,task5_0196,UTEXAS_10000757_R790,UTEXAS_10000757,10000757,No. 11,DNA,106,8-hydroxy-2′-deoxyguanosine (8-OHdG),ligand,,PubChem,135440064,8-hydroxy-2′-deoxyguanosine,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Not reported,,https://doi.org/10.1016/j.bmcl.2009.04.130,https://pubmed.ncbi.nlm.nih.gov/19450981/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0196.yaml
197,task5_0197,UTEXAS_10000758_R791,UTEXAS_10000758,10000758,No. 22,DNA,110,8-hydroxy-2′-deoxyguanosine (8-OHdG),ligand,,PubChem,135440064,8-hydroxy-2′-deoxyguanosine,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 0.1 μmol/L,1000,https://doi.org/10.1016/j.bmcl.2009.04.130,https://pubmed.ncbi.nlm.nih.gov/19450981/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0197.yaml
198,task5_0198,UTEXAS_10000764_R798,UTEXAS_10000764,10000764,D10/DA24,DNA,76,Diclofenac (DCF),ligand,,PubChem,3033,Diclofenac,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 100.64 nM,100.64,https://doi.org/10.1016/j.bmc.2009.06.044,https://pubmed.ncbi.nlm.nih.gov/19604698/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0198.yaml
199,task5_0199,UTEXAS_10000765_R799,UTEXAS_10000765,10000765,D22,DNA,77,Diclofenac (DCF),ligand,,PubChem,3033,Diclofenac,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 166.34 nM,166.34,https://doi.org/10.1016/j.bmc.2009.06.044,https://pubmed.ncbi.nlm.nih.gov/19604698/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0199.yaml
200,task5_0200,UTEXAS_10000766_R800,UTEXAS_10000766,10000766,D16,DNA,77,Diclofenac (DCF),ligand,,PubChem,3033,Diclofenac,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 148.73 nM,148.73,https://doi.org/10.1016/j.bmc.2009.06.044,https://pubmed.ncbi.nlm.nih.gov/19604698/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0200.yaml
201,task5_0201,UTEXAS_10000767_R801,UTEXAS_10000767,10000767,D3,DNA,75,Diclofenac (DCF),ligand,,PubChem,3033,Diclofenac,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 42.7 nM,42.7,https://doi.org/10.1016/j.bmc.2009.06.044,https://pubmed.ncbi.nlm.nih.gov/19604698/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0201.yaml
202,task5_0202,UTEXAS_10000768_R802,UTEXAS_10000768,10000768,"Aptamer 32, 34",DNA,81,Streptavidin,protein,183,UniProt,P22629,Streptavidin,UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 69.277 ± 4.323 nM,69.277,https://doi.org/10.1093/abbs/gmp022,https://pubmed.ncbi.nlm.nih.gov/19352549/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0202.yaml
203,task5_0203,UTEXAS_10000769_R803,UTEXAS_10000769,10000769,Aptamer 29,DNA,81,Streptavidin,protein,183,UniProt,P22629,Streptavidin,UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 94.228 ± 5.443 nM,94.228,https://doi.org/10.1093/abbs/gmp022,https://pubmed.ncbi.nlm.nih.gov/19352549/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0203.yaml
204,task5_0204,UTEXAS_10000770_R804,UTEXAS_10000770,10000770,Aptamer 30,DNA,81,Streptavidin,protein,183,UniProt,P22629,Streptavidin,UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 104.265 ± 5.688 nM,104.265,https://doi.org/10.1093/abbs/gmp022,https://pubmed.ncbi.nlm.nih.gov/19352549/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0204.yaml
205,task5_0205,UTEXAS_10000784_R818,UTEXAS_10000784,10000784,C13,RNA,71,Protein tyrosine phosphatase 1B (PTP1B),protein,435,UniProt,P18031,Tyrosine-protein phosphatase non-receptor type 1 (EC 3.1.3.48) (Protein-tyrosine phosphatase 1B) (PTP-1B),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.750,Ki: 200 pM,,https://doi.org/10.1002/cbic.201000208,https://pubmed.ncbi.nlm.nih.gov/20572251/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0205.yaml
206,task5_0206,UTEXAS_10000786_R820,UTEXAS_10000786,10000786,C9,RNA,71,Protein tyrosine phosphatase 1B (PTP1B),protein,435,UniProt,P18031,Tyrosine-protein phosphatase non-receptor type 1 (EC 3.1.3.48) (Protein-tyrosine phosphatase 1B) (PTP-1B),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.750,Ki: 250 nM,,https://doi.org/10.1002/cbic.201000208,https://pubmed.ncbi.nlm.nih.gov/20572251/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0206.yaml
207,task5_0207,UTEXAS_10000788_R822,UTEXAS_10000788,10000788,C1,RNA,79,Sphingosylphosphorylcholine (SPC),ligand,,PubChem,9847290,Sphingosylphosphorylcholine,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 20.9 ± 0.19 nM,20.9,http://doi.org/10.3390/molecules15085742,https://pubmed.ncbi.nlm.nih.gov/20729797/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0207.yaml
208,task5_0208,UTEXAS_10000789_R823,UTEXAS_10000789,10000789,C2,RNA,80,Sphingosylphosphorylcholine (SPC),ligand,,PubChem,9847290,Sphingosylphosphorylcholine,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 33.2 ± 0.19 nM,33.2,http://doi.org/10.3390/molecules15085742,https://pubmed.ncbi.nlm.nih.gov/20729797/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0208.yaml
209,task5_0209,UTEXAS_10000790_R824,UTEXAS_10000790,10000790,C8,RNA,79,Sphingosylphosphorylcholine (SPC),ligand,,PubChem,9847290,Sphingosylphosphorylcholine,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 90.4 ± 2.35 nM,90.4,http://doi.org/10.3390/molecules15085742,https://pubmed.ncbi.nlm.nih.gov/20729797/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0209.yaml
